g,season,opp,w/l,tm,opp_score,fg,fga,fg_percentage,three_points,three_point_attempts,three_point_percentage,ft,fta,free_throw_percentage,orb,trb,ast,stl,blk,tov,pf,drb,two_point_percentage,id
43,2006-07,WAS,L,91,105,32,82,0.39,4,13,0.308,23,28,0.821,12,38,22,10,4,18,21,26,0.406,1315
42,2006-07,TOR,L,90,96,37,77,0.481,7,18,0.389,9,14,0.643,9,41,24,3,4,18,29,32,0.508,1316
41,2006-07,ATL,L,76,82,25,79,0.316,3,15,0.2,23,30,0.767,13,48,13,4,10,13,23,35,0.344,1317
40,2006-07,SAS,L,89,93,36,82,0.439,3,7,0.429,14,15,0.933,12,35,15,8,3,12,20,23,0.44,1318
39,2006-07,WAS,L,110,115,41,87,0.471,6,14,0.429,22,25,0.88,14,42,27,6,7,18,23,28,0.479,1319
38,2006-07,SAC,L,91,96,37,77,0.481,5,10,0.5,12,14,0.857,11,41,22,5,6,14,23,30,0.478,1320
37,2006-07,ATL,L,96,100,34,75,0.453,9,17,0.529,19,23,0.826,12,38,16,7,6,20,23,26,0.431,1321
36,2006-07,DET,L,73,81,29,81,0.358,3,12,0.25,12,14,0.857,12,47,14,5,8,15,16,35,0.377,1322
35,2006-07,TOR,L,86,95,31,77,0.403,6,18,0.333,18,27,0.667,12,44,18,10,2,21,26,32,0.424,1323
34,2006-07,IND,L,84,97,29,70,0.414,1,11,0.091,25,33,0.758,9,40,17,9,3,19,19,31,0.475,1324
33,2006-07,ORL,L,79,87,23,73,0.315,4,18,0.222,29,34,0.853,6,31,9,10,6,17,31,25,0.345,1325
32,2006-07,MEM,W,128,119,46,80,0.575,9,15,0.6,27,39,0.692,10,32,25,9,4,15,26,22,0.569,1326
31,2006-07,CLE,L,104,107,40,81,0.494,5,19,0.263,19,23,0.826,8,39,20,6,3,15,23,31,0.565,1327
30,2006-07,POR,W,89,81,32,73,0.438,2,4,0.5,23,27,0.852,10,42,13,6,1,16,22,32,0.435,1328
29,2006-07,SEA,L,95,101,37,88,0.42,4,17,0.235,17,21,0.81,13,39,13,14,6,17,19,26,0.465,1329
28,2006-07,GSW,L,100,110,36,82,0.439,5,15,0.333,23,30,0.767,18,44,21,5,5,18,25,26,0.463,1330
27,2006-07,LAC,L,77,100,23,72,0.319,7,14,0.5,24,33,0.727,13,42,14,6,2,17,29,29,0.276,1331
26,2006-07,DEN,L,105,116,42,93,0.452,4,13,0.308,17,27,0.63,18,48,21,10,12,16,32,30,0.475,1332
25,2006-07,PHI,L,83,98,29,72,0.403,5,13,0.385,20,23,0.87,11,36,16,3,2,15,18,25,0.407,1333
24,2006-07,GSW,L,95,96,34,72,0.472,6,21,0.286,21,27,0.778,11,40,17,8,8,20,23,29,0.549,1334
23,2006-07,CHA,W,106,100,37,82,0.451,5,11,0.455,27,30,0.9,12,43,18,7,6,12,22,31,0.451,1335
22,2006-07,DEN,W,119,114,42,75,0.56,10,25,0.4,25,30,0.833,6,37,33,5,1,16,20,31,0.64,1336
21,2006-07,PHI,W,101,81,37,71,0.521,6,16,0.375,21,34,0.618,6,42,25,8,5,12,25,36,0.564,1337
20,2006-07,NYK,W,97,90,37,77,0.481,6,17,0.353,17,20,0.85,7,41,17,9,7,19,27,34,0.517,1338
19,2006-07,NJN,W,92,90,31,80,0.388,4,15,0.267,26,33,0.788,13,40,18,5,3,11,25,27,0.415,1339
18,2006-07,PHO,L,111,116,42,98,0.429,9,23,0.391,18,24,0.75,17,38,24,8,2,11,23,21,0.44,1340
17,2006-07,MEM,L,96,98,33,69,0.478,8,19,0.421,22,24,0.917,10,36,23,7,5,20,28,26,0.5,1341
16,2006-07,CHI,L,82,100,29,72,0.403,1,8,0.125,23,32,0.719,10,39,15,8,7,19,29,29,0.438,1342
15,2006-07,TOR,L,102,106,36,69,0.522,5,12,0.417,25,30,0.833,6,33,21,6,5,16,26,27,0.544,1343
14,2006-07,NJN,L,103,106,36,74,0.486,10,19,0.526,21,26,0.808,9,37,24,7,11,14,20,28,0.473,1344
13,2006-07,MIL,W,111,98,39,72,0.542,5,13,0.385,28,34,0.824,10,39,22,3,4,13,19,29,0.576,1345
12,2006-07,NYK,L,77,101,29,76,0.382,4,21,0.19,15,18,0.833,8,30,16,4,1,15,26,22,0.455,1346
11,2006-07,CHA,L,83,92,32,80,0.4,4,19,0.211,15,23,0.652,13,48,17,6,3,18,23,35,0.459,1347
10,2006-07,NYK,W,122,118,33,77,0.429,6,22,0.273,50,63,0.794,13,47,15,5,6,14,32,34,0.491,1348
9,2006-07,POR,W,118,90,39,76,0.513,12,20,0.6,28,36,0.778,8,38,23,8,10,10,22,30,0.482,1349
8,2006-07,IND,W,114,88,45,90,0.5,8,13,0.615,16,23,0.696,13,53,24,10,7,18,22,40,0.481,1350
7,2006-07,ORL,L,89,92,31,81,0.383,7,14,0.5,20,28,0.714,14,34,22,8,3,11,19,20,0.358,1351
6,2006-07,CLE,L,93,94,34,83,0.41,6,19,0.316,19,25,0.76,9,42,18,6,6,14,30,33,0.438,1352
5,2006-07,UTA,L,100,107,40,80,0.5,6,15,0.4,14,25,0.56,9,43,22,8,9,15,22,34,0.523,1353
4,2006-07,CHA,W,110,108,39,86,0.453,7,17,0.412,25,31,0.806,8,43,26,8,4,25,36,35,0.464,1354
3,2006-07,WAS,L,117,124,37,70,0.529,11,23,0.478,32,38,0.842,8,43,21,2,1,20,31,35,0.553,1355
2,2006-07,DET,L,88,101,34,75,0.453,5,12,0.417,15,20,0.75,8,44,23,4,4,15,19,36,0.46,1356
1,2006-07,NOK,L,87,91,30,75,0.4,3,16,0.188,24,39,0.615,10,52,18,5,6,19,31,42,0.458,1357
82,2005-06,MIA,W,85,78,27,75,0.36,4,15,0.267,27,32,0.844,10,51,10,10,6,16,24,41,0.383,1358
81,2005-06,CLE,L,88,93,37,72,0.514,5,14,0.357,9,18,0.5,10,36,21,12,5,21,20,26,0.552,1359
80,2005-06,NJN,L,93,95,36,76,0.474,5,10,0.5,16,22,0.727,10,39,23,7,0,18,22,29,0.47,1360
79,2005-06,NJN,L,74,79,26,68,0.382,1,12,0.083,21,36,0.583,9,46,14,11,1,17,22,37,0.446,1361
78,2005-06,IND,L,112,117,45,76,0.592,7,13,0.538,15,21,0.714,5,25,23,10,9,13,24,20,0.603,1362
77,2005-06,NYK,L,86,101,31,67,0.463,2,10,0.2,22,27,0.815,3,29,22,8,7,16,26,26,0.509,1363
76,2005-06,PHI,W,109,99,39,74,0.527,9,21,0.429,22,32,0.688,9,42,21,4,7,17,23,33,0.566,1364
75,2005-06,WAS,L,91,108,34,71,0.479,5,18,0.278,18,22,0.818,7,37,14,8,3,21,20,30,0.547,1365
74,2005-06,TOR,W,124,120,36,67,0.537,12,24,0.5,40,53,0.755,8,38,26,6,4,16,20,30,0.558,1366
73,2005-06,CHI,L,94,100,35,83,0.422,3,19,0.158,21,28,0.75,13,44,24,7,6,17,32,31,0.5,1367
72,2005-06,NYK,W,123,98,44,77,0.571,7,17,0.412,28,35,0.8,9,44,21,12,6,18,28,35,0.617,1368
71,2005-06,CHI,L,97,101,34,82,0.415,8,20,0.4,21,22,0.955,15,48,19,4,11,19,25,33,0.419,1369
70,2005-06,CLE,L,82,94,29,78,0.372,11,20,0.55,13,14,0.929,10,44,19,1,5,17,19,34,0.31,1370
69,2005-06,TOR,W,110,96,35,64,0.547,9,21,0.429,31,40,0.775,4,36,24,8,3,17,23,32,0.605,1371
68,2005-06,LAL,L,97,105,34,80,0.425,5,21,0.238,24,30,0.8,12,44,22,7,9,15,18,32,0.492,1372
67,2005-06,IND,W,103,88,39,73,0.534,3,8,0.375,22,30,0.733,5,37,18,9,6,11,23,32,0.554,1373
66,2005-06,ORL,L,77,84,26,80,0.325,2,15,0.133,23,26,0.885,18,48,16,5,2,19,27,30,0.369,1374
65,2005-06,MIA,L,104,107,41,84,0.488,8,20,0.4,14,21,0.667,7,32,20,9,0,13,27,25,0.516,1375
64,2005-06,MEM,L,76,93,28,74,0.378,10,20,0.5,10,13,0.769,8,27,19,7,7,14,26,19,0.333,1376
63,2005-06,DEN,W,106,101,42,82,0.512,5,21,0.238,17,24,0.708,8,35,25,9,2,14,24,27,0.607,1377
62,2005-06,MIL,L,86,92,29,75,0.387,5,21,0.238,23,28,0.821,7,36,23,7,7,6,24,29,0.444,1378
61,2005-06,PHI,W,104,101,36,83,0.434,7,19,0.368,25,28,0.893,10,45,27,10,6,15,27,35,0.453,1379
60,2005-06,WAS,W,116,115,39,81,0.481,8,21,0.381,30,35,0.857,11,47,23,8,4,25,28,36,0.517,1380
59,2005-06,TOR,L,105,111,41,74,0.554,4,11,0.364,19,21,0.905,7,32,22,6,1,14,32,25,0.587,1381
58,2005-06,IND,W,99,98,39,81,0.481,7,16,0.438,14,25,0.56,10,38,27,8,2,12,23,28,0.492,1382
57,2005-06,MIA,L,96,103,33,67,0.493,10,22,0.455,20,23,0.87,7,36,19,6,0,13,25,29,0.511,1383
56,2005-06,LAL,W,112,111,40,76,0.526,5,18,0.278,27,38,0.711,10,35,22,6,1,12,30,25,0.603,1384
55,2005-06,POR,W,102,96,38,78,0.487,8,17,0.471,18,24,0.75,13,40,21,5,3,12,19,27,0.492,1385
54,2005-06,PHO,L,94,103,37,91,0.407,8,25,0.32,12,18,0.667,14,49,16,6,6,11,21,35,0.439,1386
53,2005-06,UTA,W,103,83,36,62,0.581,8,12,0.667,23,31,0.742,2,37,18,7,4,16,30,35,0.56,1387
52,2005-06,CLE,L,109,113,40,89,0.449,2,16,0.125,27,33,0.818,8,43,21,3,6,14,31,35,0.521,1388
51,2005-06,ORL,W,102,94,33,66,0.5,10,14,0.714,26,31,0.839,5,24,21,8,1,10,22,19,0.442,1389
50,2005-06,POR,W,115,83,39,71,0.549,10,21,0.476,27,37,0.73,16,38,22,14,4,16,25,22,0.58,1390
49,2005-06,MIA,L,98,114,30,73,0.411,6,18,0.333,32,39,0.821,9,36,13,3,1,13,27,27,0.436,1391
48,2005-06,ORL,L,91,100,34,78,0.436,5,16,0.313,18,21,0.857,10,33,15,11,8,10,25,23,0.468,1392
47,2005-06,LAC,L,81,98,34,96,0.354,4,20,0.2,9,11,0.818,17,44,22,5,7,10,15,27,0.395,1393
46,2005-06,PHO,L,94,102,35,76,0.461,8,21,0.381,16,22,0.727,11,46,20,8,6,19,16,35,0.491,1394
45,2005-06,MIN,L,85,110,30,79,0.38,4,16,0.25,21,28,0.75,14,35,13,11,1,15,26,21,0.413,1395
44,2005-06,MIL,L,79,83,31,77,0.403,5,20,0.25,12,18,0.667,12,49,19,5,8,15,22,37,0.456,1396
43,2005-06,SAC,W,84,74,32,76,0.421,5,19,0.263,15,19,0.789,15,53,15,7,7,23,24,38,0.474,1397
42,2005-06,WAS,L,87,89,36,73,0.493,4,14,0.286,11,22,0.5,11,39,24,9,7,17,24,28,0.542,1398
41,2005-06,NOK,W,91,78,33,78,0.423,6,14,0.429,19,23,0.826,10,44,17,9,10,16,24,34,0.422,1399
40,2005-06,NJN,L,83,103,31,74,0.419,4,12,0.333,17,27,0.63,7,33,21,10,6,15,24,26,0.435,1400
39,2005-06,NJN,W,99,96,36,71,0.507,7,15,0.467,20,34,0.588,11,46,22,5,7,16,19,35,0.518,1401
38,2005-06,MIN,W,103,96,40,82,0.488,7,16,0.438,16,27,0.593,15,43,17,2,5,4,22,28,0.5,1402
37,2005-06,DET,L,84,94,34,76,0.447,2,13,0.154,14,21,0.667,10,39,19,9,4,17,24,29,0.508,1403
36,2005-06,PHI,L,124,125,44,100,0.44,11,26,0.423,25,33,0.758,11,56,26,10,6,26,35,45,0.446,1404
35,2005-06,ATL,W,98,94,38,73,0.521,5,16,0.313,17,26,0.654,8,36,21,6,3,15,19,28,0.579,1405
34,2005-06,DAL,L,102,104,36,79,0.456,3,10,0.3,27,35,0.771,14,38,23,3,2,9,28,24,0.478,1406
33,2005-06,WAS,L,102,103,38,77,0.494,6,18,0.333,20,28,0.714,12,48,25,4,6,19,28,36,0.542,1407
32,2005-06,ATL,L,98,103,38,80,0.475,6,13,0.462,16,19,0.842,8,35,24,9,4,14,21,27,0.478,1408
31,2005-06,CHA,W,109,106,40,70,0.571,6,11,0.545,23,31,0.742,5,45,26,2,8,23,27,40,0.576,1409
30,2005-06,DEN,L,110,120,40,79,0.506,6,16,0.375,24,29,0.828,5,32,21,6,4,18,28,27,0.54,1410
29,2005-06,LAC,W,111,92,47,83,0.566,5,10,0.5,12,16,0.75,10,35,26,6,6,14,20,25,0.575,1411
28,2005-06,SAC,L,112,116,45,87,0.517,11,29,0.379,11,17,0.647,6,39,27,9,8,22,28,33,0.586,1412
27,2005-06,GSW,L,109,111,41,77,0.532,4,13,0.308,23,30,0.767,11,38,28,4,1,21,17,27,0.578,1413
26,2005-06,SEA,L,111,118,41,78,0.526,4,12,0.333,25,35,0.714,7,31,27,4,4,12,36,24,0.561,1414
25,2005-06,UTA,W,101,89,32,65,0.492,0,10,0.0,37,45,0.822,7,32,17,11,11,16,23,25,0.582,1415
24,2005-06,GSW,W,109,98,40,83,0.482,4,11,0.364,25,33,0.758,13,49,23,6,10,18,24,36,0.5,1416
23,2005-06,CHI,L,86,118,33,86,0.384,4,15,0.267,16,20,0.8,14,32,18,10,4,19,27,18,0.408,1417
22,2005-06,MIL,L,96,100,35,81,0.432,5,18,0.278,21,25,0.84,11,39,30,5,6,16,26,28,0.476,1418
21,2005-06,IND,W,85,71,32,71,0.451,3,5,0.6,18,25,0.72,10,44,22,5,6,17,23,34,0.439,1419
20,2005-06,DAL,L,94,103,40,75,0.533,6,13,0.462,8,14,0.571,8,34,21,1,3,15,30,26,0.548,1420
19,2005-06,SAS,L,89,101,34,74,0.459,2,8,0.25,19,22,0.864,7,33,17,4,4,14,22,26,0.485,1421
18,2005-06,NOK,W,101,87,34,71,0.479,3,12,0.25,30,35,0.857,11,41,13,7,6,15,26,30,0.525,1422
17,2005-06,HOU,L,73,91,23,67,0.343,3,9,0.333,24,34,0.706,14,36,8,7,2,17,26,22,0.345,1423
16,2005-06,NYK,W,102,99,36,84,0.429,3,13,0.231,27,33,0.818,12,36,16,10,5,11,32,24,0.465,1424
15,2005-06,CHI,L,102,106,32,68,0.471,9,19,0.474,29,38,0.763,6,34,17,7,9,20,27,28,0.469,1425
14,2005-06,PHI,W,110,103,39,87,0.448,3,12,0.25,29,37,0.784,15,59,24,3,10,13,24,44,0.48,1426
13,2005-06,ORL,L,83,87,33,77,0.429,2,12,0.167,15,19,0.789,11,43,19,5,4,18,23,32,0.477,1427
12,2005-06,CHA,W,90,89,36,79,0.456,4,13,0.308,14,22,0.636,9,38,21,7,5,16,29,29,0.485,1428
11,2005-06,ATL,L,117,120,40,73,0.548,11,19,0.579,26,29,0.897,5,25,22,8,6,17,32,20,0.537,1429
10,2005-06,CLE,L,93,115,35,85,0.412,6,14,0.429,17,26,0.654,11,44,21,3,10,20,27,33,0.408,1430
9,2005-06,TOR,W,100,93,36,74,0.486,6,18,0.333,22,27,0.815,7,43,22,6,4,15,26,36,0.536,1431
8,2005-06,SEA,L,100,113,40,77,0.519,6,14,0.429,14,22,0.636,11,37,26,4,3,15,22,26,0.54,1432
7,2005-06,DET,L,100,115,43,81,0.531,5,10,0.5,9,11,0.818,6,37,26,2,2,14,24,31,0.535,1433
6,2005-06,HOU,W,102,82,39,85,0.459,12,25,0.48,12,14,0.857,14,46,25,9,8,16,27,32,0.45,1434
5,2005-06,SAS,L,82,103,35,79,0.443,4,11,0.364,8,15,0.533,9,33,22,6,2,15,17,24,0.456,1435
4,2005-06,MEM,W,99,98,36,61,0.59,7,9,0.778,20,26,0.769,4,32,26,13,3,18,24,28,0.558,1436
3,2005-06,CHA,L,105,107,39,86,0.453,5,15,0.333,22,30,0.733,15,42,22,11,8,24,39,27,0.479,1437
2,2005-06,DET,L,81,82,30,76,0.395,2,9,0.222,19,26,0.731,15,44,20,8,7,17,20,29,0.418,1438
1,2005-06,NYK,W,114,100,37,88,0.42,5,16,0.313,35,47,0.745,19,57,24,15,11,17,24,38,0.444,1439
82,2004-05,NJN,L,93,102,35,76,0.461,10,23,0.435,13,17,0.765,11,41,24,9,2,18,33,30,0.472,1440
81,2004-05,CLE,L,86,100,33,76,0.434,3,15,0.2,17,23,0.739,10,30,22,9,5,16,25,20,0.492,1441
80,2004-05,TOR,W,103,98,36,67,0.537,7,14,0.5,24,35,0.686,7,41,21,8,8,18,27,34,0.547,1442
79,2004-05,MIA,W,101,99,38,82,0.463,4,16,0.25,21,34,0.618,18,50,23,5,3,14,32,32,0.515,1443
78,2004-05,MIL,W,111,108,42,73,0.575,7,14,0.5,20,24,0.833,8,31,28,4,2,10,28,23,0.593,1444
77,2004-05,PHI,W,105,98,31,68,0.456,3,14,0.214,40,49,0.816,10,44,20,11,3,19,26,34,0.519,1445
76,2004-05,NJN,L,86,99,33,73,0.452,4,18,0.222,16,25,0.64,8,38,27,5,6,22,15,30,0.527,1446
75,2004-05,MIL,W,103,97,38,74,0.514,9,15,0.6,18,21,0.857,3,36,23,5,5,12,20,33,0.492,1447
74,2004-05,WAS,W,116,108,40,79,0.506,7,18,0.389,29,33,0.879,10,40,25,5,5,16,35,30,0.541,1448
73,2004-05,PHI,L,93,97,31,79,0.392,7,16,0.438,24,33,0.727,16,56,20,5,9,22,21,40,0.381,1449
72,2004-05,ATL,W,116,100,45,75,0.6,4,11,0.364,22,30,0.733,9,37,32,7,9,13,24,28,0.641,1450
71,2004-05,DAL,L,100,112,38,85,0.447,8,17,0.471,16,22,0.727,17,44,16,4,3,13,23,27,0.441,1451
70,2004-05,DET,L,99,105,41,89,0.461,5,19,0.263,12,16,0.75,11,43,24,8,3,12,28,32,0.514,1452
69,2004-05,CHI,L,86,94,31,83,0.373,3,20,0.15,21,26,0.808,15,50,17,5,5,13,28,35,0.444,1453
68,2004-05,NYK,L,82,107,31,81,0.383,4,17,0.235,16,25,0.64,18,36,17,12,4,18,25,18,0.422,1454
67,2004-05,NOH,W,113,100,38,73,0.521,10,19,0.526,27,31,0.871,6,35,22,7,3,13,20,29,0.519,1455
66,2004-05,HOU,W,103,92,37,75,0.493,8,15,0.533,21,28,0.75,7,34,24,12,4,10,25,27,0.483,1456
65,2004-05,TOR,W,110,109,42,77,0.545,7,14,0.5,19,24,0.792,7,45,24,2,0,13,25,38,0.556,1457
64,2004-05,CHA,W,119,110,47,81,0.58,8,16,0.5,17,22,0.773,11,35,27,8,7,22,27,24,0.6,1458
63,2004-05,WAS,W,105,101,42,95,0.442,9,23,0.391,12,17,0.706,17,48,25,10,6,12,29,31,0.458,1459
62,2004-05,DET,W,115,113,43,100,0.43,2,14,0.143,27,36,0.75,16,54,25,6,5,9,30,38,0.477,1460
61,2004-05,ATL,W,95,91,36,78,0.462,2,14,0.143,21,30,0.7,10,37,23,12,5,14,24,27,0.531,1461
60,2004-05,MIN,L,97,99,43,79,0.544,4,9,0.444,7,9,0.778,7,31,27,6,7,12,14,24,0.557,1462
59,2004-05,CHA,W,104,84,39,85,0.459,6,14,0.429,20,24,0.833,16,52,18,12,6,19,24,36,0.465,1463
58,2004-05,LAL,W,104,101,39,93,0.419,5,12,0.417,21,29,0.724,13,46,26,6,7,5,18,33,0.42,1464
57,2004-05,PHO,W,120,113,42,95,0.442,7,18,0.389,29,36,0.806,17,55,17,10,11,15,27,38,0.455,1465
56,2004-05,UTA,W,109,102,37,70,0.529,5,14,0.357,30,37,0.811,7,32,18,5,6,17,33,25,0.571,1466
55,2004-05,DEN,L,86,107,30,80,0.375,3,16,0.188,23,33,0.697,11,46,18,10,10,22,27,35,0.422,1467
54,2004-05,LAL,L,95,104,34,74,0.459,5,16,0.313,22,32,0.688,7,32,19,8,8,13,31,25,0.5,1468
53,2004-05,MEM,W,90,88,29,65,0.446,4,11,0.364,28,38,0.737,9,43,17,10,6,22,26,34,0.463,1469
52,2004-05,SAC,L,100,104,38,79,0.481,5,14,0.357,19,25,0.76,11,40,23,10,3,16,20,29,0.508,1470
51,2004-05,NYK,W,111,94,41,77,0.532,9,15,0.6,20,25,0.8,10,44,24,11,5,17,27,34,0.516,1471
50,2004-05,LAC,W,94,89,36,74,0.486,4,14,0.286,18,22,0.818,11,37,23,12,6,20,23,26,0.533,1472
49,2004-05,MIL,L,97,121,38,78,0.487,4,15,0.267,17,26,0.654,9,32,26,8,5,16,28,23,0.54,1473
48,2004-05,MIN,W,103,100,37,83,0.446,3,12,0.25,26,29,0.897,13,40,19,6,1,7,22,27,0.479,1474
47,2004-05,ORL,W,112,100,41,83,0.494,7,20,0.35,23,25,0.92,9,32,25,15,4,16,19,23,0.54,1475
46,2004-05,NJN,W,110,89,39,72,0.542,7,12,0.583,25,33,0.758,8,42,26,10,6,13,20,34,0.533,1476
45,2004-05,HOU,L,94,97,38,77,0.494,3,14,0.214,15,20,0.75,7,32,23,5,6,13,25,25,0.556,1477
44,2004-05,CHI,W,101,97,30,70,0.429,9,18,0.5,32,41,0.78,6,36,20,10,6,15,30,30,0.404,1478
43,2004-05,PHO,L,119,128,48,93,0.516,9,26,0.346,14,18,0.778,11,32,31,12,6,18,22,21,0.582,1479
42,2004-05,IND,W,100,86,34,73,0.466,10,16,0.625,22,30,0.733,9,41,25,10,3,12,28,32,0.421,1480
41,2004-05,CHA,W,97,92,33,74,0.446,4,12,0.333,27,36,0.75,9,46,21,8,5,15,27,37,0.468,1481
40,2004-05,ATL,L,96,100,42,84,0.5,2,13,0.154,10,17,0.588,15,50,26,10,11,20,27,35,0.563,1482
39,2004-05,NJN,L,98,104,32,79,0.405,6,21,0.286,28,37,0.757,14,35,22,5,4,11,32,21,0.448,1483
38,2004-05,CHI,W,92,83,33,81,0.407,3,14,0.214,23,30,0.767,12,46,21,9,8,12,21,34,0.448,1484
37,2004-05,ATL,W,106,94,39,78,0.5,7,15,0.467,21,29,0.724,11,49,21,7,5,17,24,38,0.508,1485
36,2004-05,TOR,L,93,104,34,85,0.4,3,16,0.188,22,29,0.759,12,46,22,8,3,12,25,34,0.449,1486
35,2004-05,ORL,W,119,101,45,95,0.474,8,19,0.421,21,26,0.808,18,50,30,15,6,19,25,32,0.487,1487
34,2004-05,CHI,L,91,102,36,84,0.429,6,19,0.316,13,20,0.65,14,42,23,7,8,17,21,28,0.462,1488
33,2004-05,DET,L,104,110,39,66,0.591,3,8,0.375,23,30,0.767,6,29,22,6,3,16,27,23,0.621,1489
32,2004-05,GSW,W,84,83,35,80,0.438,5,14,0.357,9,16,0.563,12,47,24,6,3,12,23,35,0.455,1490
31,2004-05,NOH,W,108,90,36,80,0.45,11,20,0.55,25,31,0.806,19,53,22,8,5,22,24,34,0.417,1491
30,2004-05,DET,L,88,100,34,78,0.436,6,12,0.5,14,18,0.778,12,39,16,8,2,15,22,27,0.424,1492
29,2004-05,WAS,W,108,103,37,79,0.468,6,18,0.333,28,34,0.824,11,44,18,5,2,13,16,33,0.508,1493
28,2004-05,MEM,L,109,117,37,75,0.493,7,21,0.333,28,35,0.8,11,38,24,7,7,16,30,27,0.556,1494
27,2004-05,DAL,L,94,113,36,80,0.45,4,18,0.222,18,30,0.6,7,35,20,10,5,22,21,28,0.516,1495
26,2004-05,SAS,L,90,107,36,75,0.48,6,14,0.429,12,19,0.632,7,32,19,8,6,15,16,25,0.492,1496
25,2004-05,NYK,W,114,109,42,83,0.506,5,14,0.357,25,32,0.781,11,39,23,11,6,15,19,28,0.536,1497
24,2004-05,MIA,L,100,108,39,79,0.494,4,13,0.308,18,22,0.818,12,36,18,9,5,19,21,24,0.53,1498
23,2004-05,CLE,W,114,107,35,79,0.443,7,21,0.333,37,45,0.822,13,38,19,8,4,14,21,25,0.483,1499
22,2004-05,UTA,W,114,106,38,69,0.551,6,16,0.375,32,41,0.78,8,36,27,6,5,19,27,28,0.604,1500
21,2004-05,DEN,L,99,100,35,89,0.393,6,18,0.333,23,32,0.719,14,42,24,8,2,12,18,28,0.408,1501
20,2004-05,LAC,W,134,127,50,100,0.5,7,15,0.467,27,32,0.844,12,40,27,9,2,15,37,28,0.506,1502
19,2004-05,SEA,W,98,84,39,72,0.542,4,15,0.267,16,25,0.64,5,40,24,5,3,18,27,35,0.614,1503
18,2004-05,POR,L,87,89,34,88,0.386,1,16,0.063,18,19,0.947,12,39,14,10,8,8,17,27,0.458,1504
17,2004-05,GSW,L,106,110,38,83,0.458,5,11,0.455,25,33,0.758,13,46,25,6,4,20,28,33,0.458,1505
16,2004-05,SAC,L,105,119,38,85,0.447,1,6,0.167,28,33,0.848,15,47,12,10,3,17,18,32,0.468,1506
15,2004-05,TOR,W,91,89,33,78,0.423,4,12,0.333,21,33,0.636,13,41,24,6,8,19,16,28,0.439,1507
14,2004-05,MIL,W,101,100,32,80,0.4,3,12,0.25,34,40,0.85,21,50,18,10,7,19,26,29,0.426,1508
13,2004-05,ORL,W,117,101,45,96,0.469,1,9,0.111,26,31,0.839,16,46,15,11,5,15,24,30,0.506,1509
12,2004-05,MIA,L,104,106,33,81,0.407,4,13,0.308,34,38,0.895,6,48,18,6,4,11,28,42,0.426,1510
11,2004-05,CLE,L,96,98,33,72,0.458,2,9,0.222,28,33,0.848,9,31,18,8,4,13,19,22,0.492,1511
10,2004-05,PHI,L,97,110,36,83,0.434,6,19,0.316,19,26,0.731,14,41,22,8,3,17,25,27,0.469,1512
9,2004-05,IND,L,96,106,35,75,0.467,8,25,0.32,18,24,0.75,9,33,19,10,7,16,28,24,0.54,1513
8,2004-05,SEA,W,102,83,37,65,0.569,5,10,0.5,23,33,0.697,9,43,24,10,8,21,22,34,0.582,1514
7,2004-05,SAS,L,84,92,31,76,0.408,3,11,0.273,19,23,0.826,12,44,18,5,2,14,22,32,0.431,1515
6,2004-05,WAS,L,105,110,35,87,0.402,5,14,0.357,30,36,0.833,14,43,20,7,8,14,28,29,0.411,1516
5,2004-05,CHA,W,91,74,37,80,0.463,2,12,0.167,15,24,0.625,12,42,23,14,5,19,16,30,0.515,1517
4,2004-05,POR,W,90,88,33,74,0.446,6,17,0.353,18,23,0.783,10,40,20,2,4,12,23,30,0.474,1518
3,2004-05,NYK,W,107,73,43,77,0.558,6,11,0.545,15,20,0.75,10,45,27,10,6,11,23,35,0.561,1519
2,2004-05,IND,L,94,100,37,79,0.468,4,14,0.286,16,23,0.696,3,31,23,7,10,11,25,28,0.508,1520
1,2004-05,PHI,L,95,98,33,69,0.478,5,17,0.294,24,32,0.75,10,35,23,9,3,19,27,25,0.538,1521
82,2003-04,ATL,W,137,132,46,89,0.517,10,24,0.417,35,41,0.854,15,42,26,13,5,13,27,27,0.554,1522
81,2003-04,MIA,L,77,84,28,70,0.4,3,15,0.2,18,22,0.818,7,39,13,11,8,18,22,32,0.455,1523
80,2003-04,ATL,L,99,110,36,74,0.486,9,23,0.391,18,30,0.6,11,34,20,8,6,17,18,23,0.529,1524
79,2003-04,NOH,L,80,89,27,84,0.321,7,27,0.259,19,28,0.679,13,46,14,14,6,14,23,33,0.351,1525
78,2003-04,MIA,L,101,104,35,77,0.455,8,25,0.32,23,28,0.821,10,40,16,3,3,15,29,30,0.519,1526
77,2003-04,WAS,L,102,112,41,77,0.532,8,21,0.381,12,17,0.706,4,25,25,18,1,18,25,21,0.589,1527
76,2003-04,GSW,W,111,106,40,76,0.526,5,15,0.333,26,38,0.684,5,40,24,13,2,18,24,35,0.574,1528
75,2003-04,POR,L,98,105,39,86,0.453,9,26,0.346,11,14,0.786,14,30,23,17,3,13,15,16,0.5,1529
74,2003-04,NJN,W,84,80,27,69,0.391,6,21,0.286,24,35,0.686,10,39,13,13,4,17,24,29,0.438,1530
73,2003-04,PHI,W,89,65,37,77,0.481,6,20,0.3,9,13,0.692,11,46,24,8,10,17,17,35,0.544,1531
